mae,rmse,mape,daily_mae,daily_rmse,daily_mape,eval_split,n_days
0.0031368060688062803,0.007344420737210357,1.3686676904820667,0.023647946379896492,0.0368476157703753,0.09045276611790552,test1,110
0.0018769398730607372,0.004150587488025073,1.7009848861211947,0.04230348262340048,0.055939908263343385,0.539199150117025,test2,36
0.002157314712899897,0.0047709424665561126,41.92629586405751,0.0016385913571489471,0.0022946341954331634,0.007178706163447035,train,1951
0.002595793259148265,0.006501198886980133,57.07555750646941,0.017029367086136712,0.034513793495193526,0.07262987690325053,valid_seen,245
0.0023187660971480616,0.005285363182598753,759.7465283454692,0.05584753113860041,0.08285282318915038,0.16399718283241269,valid_unseen,457
