candidate,combined_validation_daily_mape,valid_seen_daily_mape,valid_unseen_daily_mape,test1_daily_mape,test2_daily_mape
pred_low_output_guard,0.16963639598958336,0.07464490600550397,0.2646278859736627,0.07684784049379575,0.5801983270497552
pred_piecewise_low_output_guard,0.19741385822251967,0.07464490600550397,0.3201828104395354,0.07684784049379575,0.7893105999425148
pred_precision_low_output_guard,0.19789373662297072,0.07464490600550397,0.3211425672404375,0.07684784049379575,0.7923570670678717
pred_history_fallback,0.20155594081065864,0.07464490600550397,0.32846697561581334,0.07684784049379575,0.7801711985664443
pred_validated_blend,0.2019783204102763,0.07464490600550397,0.32931173481504866,0.07684784049379575,0.7961556530900749
pred_daily_model_rescaled,0.20283557141856332,0.07720416722131328,0.32846697561581334,0.0776763267257981,0.7801711985664443
pred_seen_new_branch,0.2064988070991145,0.08453063858241566,0.32846697561581334,0.08874687613936634,0.7801711985664443
pred_norm_calibrated,0.21538810727930402,0.08453063858241566,0.3462455759761924,0.08874687613936634,0.8927856956728656
